sentence,category,RequisitionID,JobTitle
Works for specifying machine needs with integrators and troubleshooting automation on site.,Description,2023-1565,ENGINEER (all other)
"Programming of new processes, parts General Competencies Required Capital improvement Computer assisted design (CAD) proficiency Computer proficiency Preferred Experience MRP Systems experience preferred Process improvement Problem Resolution Project Management Must be able to improve manufacturing processes and methods for cost reduction, quality improvement and efficiency Robotics Weld Experience Skills Required Computer Proficient with the ability to work fluently with Microsoft 365 Suite.",Requirements,2023-1565,ENGINEER (all other)
"Knowledge of statistics is required with general numeracy, coupled with good interpersonal skills.",Requirements,2023-1565,ENGINEER (all other)
"Education and Experience B.S. degree in manufacturing engineering, industrial engineering or related field is preferred.",Requirements,2023-1565,ENGINEER (all other)
Planning: an ability to think ahead and plan over a 3-6 month time span.,Requirements,2023-1565,ENGINEER (all other)
Experience in manufacturing engineering or a commensurate level of experience with related products.,Requirements,2023-1565,ENGINEER (all other)
Must be able to handle multiple projects simultaneously.,Requirements,2023-1565,ENGINEER (all other)
"Ability to communicate verbally, in writing and make presentations.",Requirements,2023-1565,ENGINEER (all other)
"Ability to work with vendors, customers, and employees.",Requirements,2023-1565,ENGINEER (all other)
"Physical Requirements While performing the job duties, the employee is regularly required to stand, walk, and use hands to handle or feel objects, tools, or controls.",Requirements,2023-1565,ENGINEER (all other)
"The employee frequently is required to talk and hear, and frequently required to reach, stoop, kneel and crouch.",Requirements,2023-1565,ENGINEER (all other)
Occasional lifting of items not to exceed 50 lbs.,Requirements,2023-1565,ENGINEER (all other)
Employee will be required to work indoors in a shop environment and outside in all weather conditions.,Requirements,2023-1565,ENGINEER (all other)
May be required to use safety glasses while performing specific tasks or while in manufacturing areas.,Requirements,2023-1565,ENGINEER (all other)
Additional Requirements Company sponsored continuing education may be required.,Requirements,2023-1565,ENGINEER (all other)
"Travel is primarily local during the business day, although some out-of-the-area and overnight travel may be expected.",Requirements,2023-1565,ENGINEER (all other)
"Job ID: 2023-1565 External Company Name: Stellar Industries, Inc Street: 190 State St Shift: 1st Shift",Legal,2023-1565,ENGINEER (all other)
Our People & Places Solutions business - reinforces our drive to improve the lives of people everywhere and epitomizes the why of what we do - the tremendous positive impact and value our solutions bring to our communities and society as a whole.,Marketing,SOU0003YA,ENGINEER (all other)
From facilities delivering life-saving therapies and ensuring clean water to enabling the connection of people through all modes of transportation and providing access to technology - we're integrating a multitude of these solution elements to build the smart environments of tomorrow.,Marketing,SOU0003YA,ENGINEER (all other)
"Start your Jacobs career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed - today and into tomorrow.",Marketing,SOU0003YA,ENGINEER (all other)
"Your Impact: At Jacobs, we don't settle - always looking beyond to raise the bar and deliver with excellence.",Marketing,SOU0003YA,ENGINEER (all other)
We apply our expertise and knowledge as we investigate the future with great optimism and focus.,Marketing,SOU0003YA,ENGINEER (all other)
We don't settle until we give our best and know that we're making a difference.,Marketing,SOU0003YA,ENGINEER (all other)
"If you want to join a company invested in you and your success, join us as a Instrumentation and Controls Engineer in Gainesville, FL.",Marketing,SOU0003YA,ENGINEER (all other)
"As an Instrumentation and Controls Engineer, you will have the opportunity to help our clients accomplish their automation goals cost effectively, on time and with the top quality they expect from us.",Description,SOU0003YA,ENGINEER (all other)
"Working with other members of our team, your will have the opportunity to assist in delivering cutting edge automation services for our client's municipal water/wastewater treatment processes and facilities.",Description,SOU0003YA,ENGINEER (all other)
"During our time with us, you will provide full life cycle of SCADA implementation, from conceptual planning, design, and configuration, through installation, testing, start-up, and post commissioning services.",Description,SOU0003YA,ENGINEER (all other)
You will work with multidiscipline teams on a range of project sizes; from single pump stations to some of the largest facilities in the country.,Description,SOU0003YA,ENGINEER (all other)
"You will lead teams developing P&IDs, control network design documents and installation requirements.",Description,SOU0003YA,ENGINEER (all other)
"If you are up for the challenge, we've been looking for someone just like you to join our team to help us transform tomorrow.",Marketing,SOU0003YA,ENGINEER (all other)
"Here's What You'll Need: + B.S. degree in an engineering discipline + Active P.E. license in at least one US state + 15 + years of experience in instrumentation and controls to include instrument selection, control system design, specifications and drawing development, start up and commissioning + 10 years of experience in water and wastewater market + Proficiency with Microsoft Office Suite + Fluent in Spoken English + Experience with configuration, troubleshooting and startup of DCS or PLC control systems, Human Machine Interface (HMI) platforms and SCADA system servers",Requirements,SOU0003YA,ENGINEER (all other)
"Ideally, you'll also have: + Telecommunications system design experience, such as radio telemetry, cellular networks, or fiber-optic communication networks + General knowledge of cybersecurity and process safety best practices + Adept at interpersonal relationship building, conflict resolution and participating in diverse team + Excellent oral and written communication skills, self-motivation, team-oriented work practices, and strong data analysis & technical problem-solving skills",Requirements,SOU0003YA,ENGINEER (all other)
